dependency1,dependency2,count,count1,count2,proportion1,proportion2,maxProportion
org.hamcrest:hamcrest-core,org.openjdk.jmh:jmh-core,14,137,100,0.1,0.14,0.14
org.junit.jupiter:junit-jupiter-api,redis.clients:jedis,11,164,111,0.07,0.1,0.1
com.google.code.gson:gson,org.hibernate:hibernate-core,36,365,114,0.1,0.32,0.32
org.apache.maven:maven-plugin-api,org.junit.jupiter:junit-jupiter-api,20,156,164,0.13,0.12,0.13
commons-fileupload:commons-fileupload,org.testng:testng,22,148,158,0.15,0.14,0.15
commons-fileupload:commons-fileupload,junit:junit,108,148,1314,0.73,0.08,0.73
javax.servlet:servlet-api,org.apache.commons:commons-lang3,51,158,548,0.32,0.09,0.32
org.hamcrest:hamcrest-library,org.openjdk.jmh:jmh-core,10,136,100,0.07,0.1,0.1
commons-collections:commons-collections,org.apache.commons:commons-text,21,163,103,0.13,0.2,0.2
commons-collections:commons-collections,org.openjdk.jmh:jmh-core,7,163,100,0.04,0.07,0.07
commons-collections:commons-collections,org.apache.logging.log4j:log4j-core,28,163,202,0.17,0.14,0.17
commons-logging:commons-logging,org.mockito:mockito-all,40,217,210,0.18,0.19,0.19
commons-logging:commons-logging,javax.xml.bind:jaxb-api,46,217,169,0.21,0.27,0.27
org.mockito:mockito-core,org.testng:testng,58,504,158,0.12,0.37,0.37
ch.qos.logback:logback-core,org.eclipse.jetty:jetty-servlet,17,113,114,0.15,0.15,0.15
javax.validation:validation-api,org.apache.logging.log4j:log4j-api,16,110,158,0.15,0.1,0.15
javax.validation:validation-api,org.apache.commons:commons-lang3,52,110,548,0.47,0.09,0.47
javax.inject:javax.inject,org.apache.commons:commons-lang3,46,109,548,0.42,0.08,0.42
org.slf4j:slf4j-log4j12,org.springframework:spring-core,76,301,186,0.25,0.41,0.41
joda-time:joda-time,org.apache.commons:commons-compress,40,222,121,0.18,0.33,0.33
mysql:mysql-connector-java,org.slf4j:jcl-over-slf4j,54,326,173,0.17,0.31,0.31
mysql:mysql-connector-java,org.apache.httpcomponents:httpclient,107,326,384,0.33,0.28,0.33
com.google.code.gson:gson,org.javassist:javassist,31,365,132,0.08,0.23,0.23
org.slf4j:slf4j-api,org.slf4j:slf4j-log4j12,254,795,301,0.32,0.84,0.84
com.h2database:h2,org.slf4j:slf4j-simple,31,211,223,0.15,0.14,0.15
org.apache.commons:commons-collections4,org.hamcrest:hamcrest-library,15,109,136,0.14,0.11,0.14
io.netty:netty-all,org.hamcrest:hamcrest-core,11,125,137,0.09,0.08,0.09
com.alibaba:fastjson,com.google.guava:guava,97,207,680,0.47,0.14,0.47
javax.annotation:javax.annotation-api,org.apache.logging.log4j:log4j-api,18,122,158,0.15,0.11,0.15
org.apache.commons:commons-math3,org.springframework:spring-context,9,107,240,0.08,0.04,0.08
commons-logging:commons-logging,org.projectlombok:lombok,23,217,233,0.11,0.1,0.11
org.apache.zookeeper:zookeeper,org.assertj:assertj-core,18,107,243,0.17,0.07,0.17
com.google.code.findbugs:jsr305,org.jsoup:jsoup,13,167,133,0.08,0.1,0.1
ch.qos.logback:logback-classic,org.eclipse.jetty:jetty-server,45,381,148,0.12,0.3,0.3
com.google.guava:guava,org.springframework:spring-test,80,680,188,0.12,0.43,0.43
javax.servlet:javax.servlet-api,redis.clients:jedis,37,281,111,0.13,0.33,0.33
javax.validation:validation-api,org.hsqldb:hsqldb,27,110,120,0.25,0.23,0.25
com.fasterxml.jackson.core:jackson-core,org.hamcrest:hamcrest-library,28,287,136,0.1,0.21,0.21
com.google.protobuf:protobuf-java,log4j:log4j,42,152,296,0.28,0.14,0.28
com.google.inject:guice,redis.clients:jedis,13,114,111,0.11,0.12,0.12
joda-time:joda-time,org.mockito:mockito-all,44,222,210,0.2,0.21,0.21
commons-codec:commons-codec,org.testng:testng,43,356,158,0.12,0.27,0.27
org.apache.logging.log4j:log4j-core,org.apache.maven.plugin-tools:maven-plugin-annotations,11,202,132,0.05,0.08,0.08
org.apache.logging.log4j:log4j-core,org.apache.logging.log4j:log4j-slf4j-impl,101,202,120,0.5,0.84,0.84
org.apache.logging.log4j:log4j-core,org.springframework:spring-test,36,202,188,0.18,0.19,0.19
mysql:mysql-connector-java,org.junit.jupiter:junit-jupiter-api,28,326,164,0.09,0.17,0.17
org.apache.maven:maven-plugin-api,org.mockito:mockito-core,58,156,504,0.37,0.12,0.37
org.bouncycastle:bcprov-jdk15on,org.yaml:snakeyaml,15,106,143,0.14,0.1,0.14
com.h2database:h2,org.slf4j:jcl-over-slf4j,49,211,173,0.23,0.28,0.28
commons-collections:commons-collections,org.apache.logging.log4j:log4j-api,25,163,158,0.15,0.16,0.16
org.jsoup:jsoup,org.springframework:spring-web,20,133,161,0.15,0.12,0.15
com.squareup.okhttp3:okhttp,org.hamcrest:hamcrest-library,12,131,136,0.09,0.09,0.09
ch.qos.logback:logback-core,org.assertj:assertj-core,25,113,243,0.22,0.1,0.22
ch.qos.logback:logback-core,commons-collections:commons-collections,18,113,163,0.16,0.11,0.16
javax.inject:javax.inject,org.springframework:spring-core,28,109,186,0.26,0.15,0.26
org.eclipse.jetty:jetty-servlet,org.javassist:javassist,16,114,132,0.14,0.12,0.14
com.google.protobuf:protobuf-java,org.springframework:spring-beans,9,152,151,0.06,0.06,0.06
com.google.inject:guice,org.apache.logging.log4j:log4j-api,12,114,158,0.11,0.08,0.11
com.google.inject:guice,org.powermock:powermock-module-junit4,26,114,118,0.23,0.22,0.23
com.google.inject:guice,org.postgresql:postgresql,15,114,134,0.13,0.11,0.13
commons-lang:commons-lang,org.openjdk.jmh:jmh-core,6,271,100,0.02,0.06,0.06
commons-lang:commons-lang,javax.inject:javax.inject,32,271,109,0.12,0.29,0.29
mysql:mysql-connector-java,org.apache.commons:commons-lang3,147,326,548,0.45,0.27,0.45
mysql:mysql-connector-java,org.junit.jupiter:junit-jupiter-engine,29,326,200,0.09,0.15,0.15
javax.xml.bind:jaxb-api,org.hamcrest:hamcrest-all,17,169,138,0.1,0.12,0.12
javax.xml.bind:jaxb-api,org.apache.commons:commons-text,28,169,103,0.17,0.27,0.27
org.hsqldb:hsqldb,org.springframework:spring-core,40,120,186,0.33,0.22,0.33
org.assertj:assertj-core,org.hsqldb:hsqldb,22,243,120,0.09,0.18,0.18
com.h2database:h2,javax.inject:javax.inject,27,211,109,0.13,0.25,0.25
com.h2database:h2,org.junit.jupiter:junit-jupiter-engine,29,211,200,0.14,0.15,0.15
org.apache.commons:commons-collections4,org.junit.jupiter:junit-jupiter-api,11,109,164,0.1,0.07,0.1
io.netty:netty-all,org.assertj:assertj-core,18,125,243,0.14,0.07,0.14
commons-cli:commons-cli,commons-collections:commons-collections,55,223,163,0.25,0.34,0.34
com.alibaba:fastjson,org.postgresql:postgresql,14,207,134,0.07,0.1,0.1
javax.annotation:javax.annotation-api,org.apache.httpcomponents:httpcore,24,122,152,0.2,0.16,0.2
org.apache.commons:commons-math3,org.hamcrest:hamcrest-all,14,107,138,0.13,0.1,0.13
org.apache.commons:commons-math3,org.junit.jupiter:junit-jupiter-engine,15,107,200,0.14,0.08,0.14
com.google.code.findbugs:jsr305,org.slf4j:slf4j-api,96,167,795,0.57,0.12,0.57
ch.qos.logback:logback-classic,redis.clients:jedis,39,381,111,0.1,0.35,0.35
com.squareup.okhttp3:okhttp,org.mockito:mockito-core,49,131,504,0.37,0.1,0.37
ch.qos.logback:logback-core,io.netty:netty-all,16,113,125,0.14,0.13,0.14
org.apache.maven.plugin-tools:maven-plugin-annotations,org.hamcrest:hamcrest-core,15,132,137,0.11,0.11,0.11
javax.validation:validation-api,org.projectlombok:lombok,23,110,233,0.21,0.1,0.21
org.hamcrest:hamcrest-core,org.hibernate:hibernate-core,21,137,114,0.15,0.18,0.18
com.google.inject:guice,commons-codec:commons-codec,42,114,356,0.37,0.12,0.37
com.google.inject:guice,org.apache.logging.log4j:log4j-core,17,114,202,0.15,0.08,0.15
com.google.inject:guice,org.slf4j:slf4j-api,78,114,795,0.68,0.1,0.68
com.google.code.gson:gson,org.springframework:spring-beans,44,365,151,0.12,0.29,0.29
org.apache.httpcomponents:httpcore,org.javassist:javassist,25,152,132,0.16,0.19,0.19
org.apache.maven:maven-core,org.springframework:spring-context,14,112,240,0.13,0.06,0.13
org.apache.maven:maven-core,org.springframework:spring-webmvc,9,112,142,0.08,0.06,0.08
org.hsqldb:hsqldb,org.projectlombok:lombok,15,120,233,0.13,0.06,0.13
org.assertj:assertj-core,org.springframework:spring-web,27,243,161,0.11,0.17,0.17
javax.servlet:servlet-api,org.junit.jupiter:junit-jupiter-api,14,158,164,0.09,0.09,0.09
org.apache.commons:commons-collections4,org.apache.zookeeper:zookeeper,17,109,107,0.16,0.16,0.16
io.netty:netty-all,javax.xml.bind:jaxb-api,16,125,169,0.13,0.09,0.13
commons-cli:commons-cli,org.hamcrest:hamcrest-library,23,223,136,0.1,0.17,0.17
commons-cli:commons-cli,org.mockito:mockito-core,84,223,504,0.38,0.17,0.38
commons-collections:commons-collections,org.projectlombok:lombok,18,163,233,0.11,0.08,0.11
commons-logging:commons-logging,org.assertj:assertj-core,29,217,243,0.13,0.12,0.13
com.squareup.okhttp3:okhttp,org.apache.logging.log4j:log4j-api,24,131,158,0.18,0.15,0.18
javax.validation:validation-api,log4j:log4j,28,110,296,0.25,0.09,0.25
javax.validation:validation-api,org.powermock:powermock-module-junit4,9,110,118,0.08,0.08,0.08
javax.validation:validation-api,org.apache.zookeeper:zookeeper,11,110,107,0.1,0.1,0.1
javax.inject:javax.inject,mysql:mysql-connector-java,32,109,326,0.29,0.1,0.29
commons-beanutils:commons-beanutils,javax.validation:validation-api,30,163,110,0.18,0.27,0.27
org.eclipse.jetty:jetty-servlet,org.json:json,18,114,137,0.16,0.13,0.16
com.google.protobuf:protobuf-java,commons-codec:commons-codec,53,152,356,0.35,0.15,0.35
org.apache.logging.log4j:log4j-core,org.yaml:snakeyaml,32,202,143,0.16,0.22,0.22
com.h2database:h2,org.hamcrest:hamcrest-core,27,211,137,0.13,0.2,0.2
commons-collections:commons-collections,javax.servlet:javax.servlet-api,64,163,281,0.39,0.23,0.39
commons-collections:commons-collections,org.springframework:spring-webmvc,34,163,142,0.21,0.24,0.24
org.apache.commons:commons-math3,org.jsoup:jsoup,8,107,133,0.07,0.06,0.07
org.apache.zookeeper:zookeeper,org.slf4j:slf4j-log4j12,51,107,301,0.48,0.17,0.48
com.squareup.okhttp3:okhttp,commons-lang:commons-lang,21,131,271,0.16,0.08,0.16
com.squareup.okhttp3:okhttp,org.slf4j:slf4j-api,55,131,795,0.42,0.07,0.42
com.fasterxml.jackson.core:jackson-annotations,com.google.code.findbugs:jsr305,45,237,167,0.19,0.27,0.27
org.apache.maven.plugin-tools:maven-plugin-annotations,org.eclipse.jetty:jetty-servlet,18,132,114,0.14,0.16,0.16
javax.inject:javax.inject,org.slf4j:slf4j-simple,21,109,223,0.19,0.09,0.19
commons-beanutils:commons-beanutils,io.netty:netty-all,23,163,125,0.14,0.18,0.18
org.apache.logging.log4j:log4j-slf4j-impl,org.projectlombok:lombok,17,120,233,0.14,0.07,0.14
commons-codec:commons-codec,org.openjdk.jmh:jmh-core,17,356,100,0.05,0.17,0.17
commons-lang:commons-lang,org.hibernate:hibernate-core,35,271,114,0.13,0.31,0.31
org.projectlombok:lombok,org.springframework:spring-test,35,233,188,0.15,0.19,0.19
org.apache.commons:commons-collections4,redis.clients:jedis,9,109,111,0.08,0.08,0.08
commons-collections:commons-collections,org.jsoup:jsoup,25,163,133,0.15,0.19,0.19
org.apache.commons:commons-math3,org.slf4j:jcl-over-slf4j,13,107,173,0.12,0.08,0.12
commons-logging:commons-logging,org.apache.commons:commons-compress,43,217,121,0.2,0.36,0.36
com.fasterxml.jackson.core:jackson-databind,com.squareup.okhttp3:okhttp,49,453,131,0.11,0.37,0.37
org.apache.commons:commons-text,org.bouncycastle:bcprov-jdk15on,20,103,106,0.19,0.19,0.19
com.google.guava:guava,org.apache.commons:commons-text,62,680,103,0.09,0.6,0.6
com.google.guava:guava,com.squareup.okhttp3:okhttp,63,680,131,0.09,0.48,0.48
org.junit.jupiter:junit-jupiter-api,org.slf4j:slf4j-log4j12,21,164,301,0.13,0.07,0.13
org.easymock:easymock,org.json:json,16,104,137,0.15,0.12,0.15
javax.xml.bind:jaxb-api,org.json:json,25,169,137,0.15,0.18,0.18
commons-io:commons-io,org.json:json,89,614,137,0.14,0.65,0.65
commons-io:commons-io,org.springframework:spring-core,102,614,186,0.17,0.55,0.55
org.javassist:javassist,org.mockito:mockito-all,24,132,210,0.18,0.11,0.18
commons-cli:commons-cli,org.junit.jupiter:junit-jupiter-api,31,223,164,0.14,0.19,0.19
commons-collections:commons-collections,org.testng:testng,22,163,158,0.13,0.14,0.14
ch.qos.logback:logback-classic,javax.inject:javax.inject,35,381,109,0.09,0.32,0.32
com.squareup.okhttp3:okhttp,javax.inject:javax.inject,16,131,109,0.12,0.15,0.15
javax.validation:validation-api,org.mockito:mockito-all,20,110,210,0.18,0.1,0.18
org.springframework:spring-core,org.yaml:snakeyaml,25,186,143,0.13,0.17,0.17
com.google.protobuf:protobuf-java,mysql:mysql-connector-java,35,152,326,0.23,0.11,0.23
com.google.inject:guice,commons-collections:commons-collections,24,114,163,0.21,0.15,0.21
org.springframework:spring-jdbc,redis.clients:jedis,15,130,111,0.12,0.14,0.14
joda-time:joda-time,org.apache.maven:maven-plugin-api,33,222,156,0.15,0.21,0.21
commons-lang:commons-lang,org.testng:testng,33,271,158,0.12,0.21,0.21
org.eclipse.jetty:jetty-server,org.powermock:powermock-module-junit4,23,148,118,0.16,0.19,0.19
javax.servlet:servlet-api,mysql:mysql-connector-java,40,158,326,0.25,0.12,0.25
org.apache.commons:commons-collections4,org.apache.commons:commons-compress,33,109,121,0.3,0.27,0.3
org.apache.commons:commons-collections4,org.apache.maven:maven-plugin-api,15,109,156,0.14,0.1,0.14
log4j:log4j,org.springframework:spring-web,60,296,161,0.2,0.37,0.37
commons-io:commons-io,mysql:mysql-connector-java,146,614,326,0.24,0.45,0.45
org.javassist:javassist,org.projectlombok:lombok,23,132,233,0.17,0.1,0.17
commons-cli:commons-cli,org.springframework:spring-core,36,223,186,0.16,0.19,0.19
commons-cli:commons-cli,junit:junit,174,223,1314,0.78,0.13,0.78
org.apache.zookeeper:zookeeper,org.testng:testng,13,107,158,0.12,0.08,0.12
ch.qos.logback:logback-classic,org.apache.maven:maven-plugin-api,31,381,156,0.08,0.2,0.2
org.hamcrest:hamcrest-all,org.springframework:spring-core,20,138,186,0.14,0.11,0.14
org.apache.commons:commons-text,org.hibernate:hibernate-core,10,103,114,0.1,0.09,0.1
org.apache.maven.plugin-tools:maven-plugin-annotations,org.springframework:spring-jdbc,7,132,130,0.05,0.05,0.05
com.fasterxml.jackson.core:jackson-core,org.hsqldb:hsqldb,26,287,120,0.09,0.22,0.22
com.fasterxml.jackson.core:jackson-core,org.postgresql:postgresql,37,287,134,0.13,0.28,0.28
org.apache.logging.log4j:log4j-slf4j-impl,org.assertj:assertj-core,18,120,243,0.15,0.07,0.15
joda-time:joda-time,org.hamcrest:hamcrest-core,42,222,137,0.19,0.31,0.31
org.apache.httpcomponents:httpcore,org.openjdk.jmh:jmh-core,11,152,100,0.07,0.11,0.11
org.apache.httpcomponents:httpcore,org.hamcrest:hamcrest-core,28,152,137,0.18,0.2,0.2
javax.servlet:servlet-api,org.apache.maven:maven-plugin-api,17,158,156,0.11,0.11,0.11
org.javassist:javassist,org.slf4j:jcl-over-slf4j,24,132,173,0.18,0.14,0.18
commons-collections:commons-collections,org.yaml:snakeyaml,34,163,143,0.21,0.24,0.24
org.powermock:powermock-module-junit4,org.slf4j:slf4j-api,67,118,795,0.57,0.08,0.57
com.fasterxml.jackson.core:jackson-databind,org.javassist:javassist,50,453,132,0.11,0.38,0.38
javax.validation:validation-api,org.openjdk.jmh:jmh-core,8,110,100,0.07,0.08,0.08
commons-beanutils:commons-beanutils,org.apache.commons:commons-compress,41,163,121,0.25,0.34,0.34
com.fasterxml.jackson.core:jackson-core,org.springframework:spring-webmvc,50,287,142,0.17,0.35,0.35
com.google.protobuf:protobuf-java,org.postgresql:postgresql,18,152,134,0.12,0.13,0.13
org.apache.logging.log4j:log4j-slf4j-impl,org.testng:testng,11,120,158,0.09,0.07,0.09
org.apache.logging.log4j:log4j-core,org.eclipse.jetty:jetty-servlet,20,202,114,0.1,0.18,0.18
org.apache.maven:maven-core,org.mockito:mockito-all,14,112,210,0.13,0.07,0.13
org.assertj:assertj-core,org.postgresql:postgresql,31,243,134,0.13,0.23,0.23
commons-fileupload:commons-fileupload,commons-lang:commons-lang,52,148,271,0.35,0.19,0.35
javax.servlet:servlet-api,org.powermock:powermock-module-junit4,20,158,118,0.13,0.17,0.17
org.springframework:spring-context,org.springframework:spring-core,142,240,186,0.59,0.76,0.76
com.h2database:h2,org.apache.httpcomponents:httpclient,69,211,384,0.33,0.18,0.33
org.apache.commons:commons-compress,org.junit.jupiter:junit-jupiter-engine,17,121,200,0.14,0.09,0.14
org.javassist:javassist,org.springframework:spring-context,33,132,240,0.25,0.14,0.25
org.apache.commons:commons-lang3,org.apache.httpcomponents:httpcore,86,548,152,0.16,0.57,0.57
org.openjdk.jmh:jmh-core,redis.clients:jedis,5,100,111,0.05,0.05,0.05
javax.inject:javax.inject,org.apache.zookeeper:zookeeper,19,109,107,0.17,0.18,0.18
com.fasterxml.jackson.core:jackson-core,org.junit.jupiter:junit-jupiter-engine,36,287,200,0.13,0.18,0.18
org.apache.logging.log4j:log4j-slf4j-impl,org.apache.zookeeper:zookeeper,19,120,107,0.16,0.18,0.18
joda-time:joda-time,junit:junit,176,222,1314,0.79,0.13,0.79
mysql:mysql-connector-java,org.mockito:mockito-all,41,326,210,0.13,0.2,0.2
org.easymock:easymock,org.springframework:spring-core,24,104,186,0.23,0.13,0.23
org.hsqldb:hsqldb,org.jsoup:jsoup,15,120,133,0.13,0.11,0.13
org.apache.httpcomponents:httpclient,org.apache.maven:maven-plugin-api,44,384,156,0.11,0.28,0.28
com.h2database:h2,org.openjdk.jmh:jmh-core,19,211,100,0.09,0.19,0.19
org.apache.commons:commons-collections4,org.mockito:mockito-core,50,109,504,0.46,0.1,0.46
log4j:log4j,org.jsoup:jsoup,21,296,133,0.07,0.16,0.16
commons-cli:commons-cli,org.eclipse.jetty:jetty-server,51,223,148,0.23,0.34,0.34
commons-logging:commons-logging,org.springframework:spring-context,61,217,240,0.28,0.25,0.28
org.mockito:mockito-core,org.springframework:spring-context,86,504,240,0.17,0.36,0.36
org.mockito:mockito-core,org.slf4j:slf4j-log4j12,84,504,301,0.17,0.28,0.28
org.apache.commons:commons-text,org.apache.logging.log4j:log4j-core,26,103,202,0.25,0.13,0.25
com.fasterxml.jackson.core:jackson-annotations,org.apache.commons:commons-text,33,237,103,0.14,0.32,0.32
com.google.guava:guava,org.apache.maven.plugin-tools:maven-plugin-annotations,60,680,132,0.09,0.45,0.45
javax.validation:validation-api,org.junit.jupiter:junit-jupiter-engine,18,110,200,0.16,0.09,0.16
commons-beanutils:commons-beanutils,org.springframework:spring-jdbc,31,163,130,0.19,0.24,0.24
com.google.code.gson:gson,com.google.guava:guava,202,365,680,0.55,0.3,0.55
com.google.code.gson:gson,javax.inject:javax.inject,33,365,109,0.09,0.3,0.3
org.apache.maven:maven-core,org.slf4j:jcl-over-slf4j,18,112,173,0.16,0.1,0.16
javax.servlet:servlet-api,org.eclipse.jetty:jetty-servlet,24,158,114,0.15,0.21,0.21
org.apache.httpcomponents:httpclient,org.apache.httpcomponents:httpcore,141,384,152,0.37,0.93,0.93
org.apache.commons:commons-compress,org.apache.zookeeper:zookeeper,28,121,107,0.23,0.26,0.26
commons-io:commons-io,org.apache.commons:commons-math3,62,614,107,0.1,0.58,0.58
com.alibaba:fastjson,org.apache.commons:commons-math3,6,207,107,0.03,0.06,0.06
commons-collections:commons-collections,org.hamcrest:hamcrest-all,23,163,138,0.14,0.17,0.17
commons-collections:commons-collections,org.slf4j:slf4j-log4j12,54,163,301,0.33,0.18,0.33
commons-collections:commons-collections,org.springframework:spring-jdbc,31,163,130,0.19,0.24,0.24
org.apache.commons:commons-math3,org.mockito:mockito-core,42,107,504,0.39,0.08,0.39
com.fasterxml.jackson.core:jackson-databind,org.springframework:spring-beans,73,453,151,0.16,0.48,0.48
com.squareup.okhttp3:okhttp,org.springframework:spring-webmvc,12,131,142,0.09,0.08,0.09
com.google.guava:guava,org.hibernate:hibernate-core,52,680,114,0.08,0.46,0.46
org.apache.maven.plugin-tools:maven-plugin-annotations,org.springframework:spring-beans,15,132,151,0.11,0.1,0.11
javax.inject:javax.inject,org.apache.maven:maven-plugin-api,17,109,156,0.16,0.11,0.16
com.fasterxml.jackson.core:jackson-core,org.eclipse.jetty:jetty-servlet,46,287,114,0.16,0.4,0.4
com.fasterxml.jackson.core:jackson-core,com.google.inject:guice,38,287,114,0.13,0.33,0.33
org.eclipse.jetty:jetty-servlet,org.junit.jupiter:junit-jupiter-api,9,114,164,0.08,0.05,0.08
org.eclipse.jetty:jetty-servlet,org.slf4j:slf4j-api,83,114,795,0.73,0.1,0.73
com.h2database:h2,javax.xml.bind:jaxb-api,38,211,169,0.18,0.22,0.22
org.hamcrest:hamcrest-library,org.yaml:snakeyaml,21,136,143,0.15,0.15,0.15
ch.qos.logback:logback-classic,org.slf4j:jcl-over-slf4j,93,381,173,0.24,0.54,0.54
ch.qos.logback:logback-classic,org.apache.maven.plugin-tools:maven-plugin-annotations,30,381,132,0.08,0.23,0.23
org.postgresql:postgresql,redis.clients:jedis,20,134,111,0.15,0.18,0.18
org.apache.logging.log4j:log4j-slf4j-impl,org.hamcrest:hamcrest-library,11,120,136,0.09,0.08,0.09
