repositoryName1,repositoryName2,intersection,similarity
vassalengine/vassal,xSAVIKx/AndroidScreencast,[logging],1.0
dodie/scott,gaul/modernizer-maven-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.8
idealo/mongodb-slow-operations-profiler,tlaukkan/zigbee4java,"[api, javax, logging, servlet, specs, standard]",0.75
Wechat-Group/weixin-java-demo-springmvc,thymeleaf/thymeleafexamples-springmail,"[api, javax, servlet, specs, spring, standard, support, upload]",0.73
gmu-swe/phosphor,temyers/cucumber-jvm-parallel-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.89
AlmasB/FXGL,elBukkit/MagicPlugin,[github],1.0
OpenAPITools/openapi-diff,takari/takari-maven-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.8
Hive2Hive/Hive2Hive,spotify/netty-zmtp,[logging],1.0
SeanDragon/protools,zhangyingwei/cockroach,"[client, http]",1.0
arangodb/arangodb-java-driver,mp911de/logstash-gelf,[logging],1.0
graphaware/neo4j-framework,jexp/batch-import,"[database, graph, neo4j]",0.75
jagrosh/Vortex,jcabi/jcabi-aspects,[logging],1.0
Nilhcem/FakeSMTP,atomix/copycat,[logging],1.0
atomix/copycat,hyperledger/fabric-chaincode-java,[logging],1.0
atomix/copycat,mariadb-corporation/mariadb-connector-j,[logging],1.0
asciidoctor/asciidoclet,medcl/elasticsearch-analysis-pinyin,"[api, junit, mock, mocking, module, testing]",1.0
fuzhengwei/small-spring,qos-ch/slf4j,[bytecode],1.0
apache/commons-logging,thiagolocatelli/parse4j,[logging],1.0
codedrinker/community,zhangyingwei/cockroach,"[client, http]",1.0
micronaut-projects/micronaut-examples,nurkiewicz/async-retry,[logging],1.0
fasseg/exp4j,jagrosh/Vortex,[logging],1.0
AgNO3/jcifs-ng,idealo/mongodb-slow-operations-profiler,"[api, javax, servlet, specs, standard]",0.83
haosdent/jcgroup,wangweiX/blockchain-java,[logging],1.0
JMCuixy/swagger2word,cheese10yun/spring-guide,"[api, io, swagger]",1.0
apache/commons-collections,biojava/biojava,"[engine, junit, testing]",1.0
idealo/mongodb-slow-operations-profiler,unicode-org/cldr,"[api, javax, servlet, specs, standard]",0.71
AdoptOpenJDK/mjprof,Decave/JCoz,[tools],1.0
GeyserMC/Geyser,PetteriM1/NukkitPetteriM1Edition,"[io, native, netty, network, socket, transport]",0.75
spotify/netty-zmtp,twitter-archive/cloudhopper-smpp,[logging],1.0
SpoutDev/Vanilla,kiegroup/jbpm,"[junit, mock, mocking, module, testing]",0.83
aadnk/ProtocolLib,mohamicorp/stash-jenkins-postreceive-webhook,"[junit, mock, mocking, module, testing]",0.83
T-baby/MongoDB-Plugin,postgis/postgis-java,[logging],1.0
Thomas-S-B/visualee,helun/Ektorp,[json],1.0
ttddyy/datasource-proxy,xSAVIKx/AndroidScreencast,[logging],1.0
SafeGroceryStore/MDUT,petterobam/database-oop,"[jdbc, sql, sqlite]",1.0
asakusafw/asakusafw,fluent/fluent-logger-java,[logging],1.0
luontola/retrolambda,tada/pljava,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.73
chhsiao90/nitmproxy,fasseg/exp4j,[logging],1.0
k-tamura/easybuggy,sosy-lab/java-smt,"[api, javax, servlet, specs, standard]",0.83
k-tamura/easybuggy,kakawait/cas-security-spring-boot-starter,"[api, javax, servlet, specs, standard]",0.83
OpenAPITools/openapi-diff,apache/maven-compiler-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.8
FasterXML/jackson-dataformats-binary,kokorin/Jaffree,[logging],1.0
FasterXML/jackson-dataformats-text,cmu-phil/tetrad,"[analysis, annotations, defect, metadata]",0.8
xSAVIKx/AndroidScreencast,zhoumengkang/netty-restful-server,[logging],1.0
mdeverdelhan/ta4j-origins,pircbotx/pircbotx,[logging],1.0
T-baby/MongoDB-Plugin,red6/pdfcompare,[logging],1.0
agoncal/agoncal-application-petstore-ee7,spring-projects-experimental/spring-fu,"[assets, bootstrap, web]",1.0
apache/commons-validator,ssssssss-team/spider-flow,"[apache, commons, csv, tabular]",1.0
AzureAD/microsoft-authentication-library-for-java,xSAVIKx/AndroidScreencast,[logging],1.0
baomidou/mybatis-plus-samples,goldmansachs/reladomo,"[api, javax, servlet, specs, standard]",0.71
asakusafw/asakusafw,red6/pdfcompare,[logging],1.0
luontola/retrolambda,trautonen/coveralls-maven-plugin,"[annotations, apache, build, build-system, codehaus, maven, metadata, plugin, tools]",0.75
JnRouvignac/AutoRefactor,asakusafw/asakusafw,[logging],1.0
davidmoten/rxjava2-jdbc,filoghost/HolographicDisplays,"[analysis, annotations, defect, metadata]",0.8
FasterXML/jackson-dataformats-binary,JnRouvignac/AutoRefactor,[logging],1.0
fluent/fluent-logger-java,jcabi/jcabi-aspects,[logging],1.0
bytedeco/javacpp,spotify/dockerfile-maven,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.8
Nilhcem/FakeSMTP,micronaut-projects/micronaut-examples,[logging],1.0
Ekryd/sortpom,jimbethancourt/RefactorFirst,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.73
Ekryd/sortpom,sdbg/sdbg,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",1.0
pircbotx/pircbotx,thiagolocatelli/parse4j,[logging],1.0
recommenders/rival,tabulapdf/tabula-java,"[apache, commons, csv, tabular]",0.8
hyperledger/fabric-chaincode-java,mp911de/logstash-gelf,[logging],1.0
micronaut-projects/micronaut-examples,talsma-ict/umldoclet,[logging],1.0
bernardosulzbach/dungeon,yinwang0/pysonar2,"[analysis, annotations, defect, metadata]",1.0
fasseg/exp4j,scorego/WechatRobot,[logging],1.0
apache/maven-compiler-plugin,trautonen/coveralls-maven-plugin,"[annotations, apache, build, build-system, codehaus, maven, metadata, plugin, tools]",0.82
alenfive/rocket-api,jgitver/jgitver,"[codehaus, groovy, jvm, language]",1.0
haosdent/jcgroup,thiagolocatelli/parse4j,[logging],1.0
JetBrains/intellij-samples,aikar/commands,"[analysis, annotations, defect, metadata]",1.0
gmu-swe/phosphor,spotify/dockerfile-maven,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.89
knowm/Sundial,sosy-lab/java-smt,"[api, javax, servlet, specs, standard]",1.0
Pi4J/pi4j-v1,viskell/viskell,"[junit, mock, mocking, module, testing]",0.71
Hive2Hive/Hive2Hive,Sayi/poi-tl,[logging],1.0
graalvm/graalvm-demos,mr-hashemi/mr-hashemi,[sdk],1.0
FasterXML/jackson-dataformats-binary,haosdent/jcgroup,[logging],1.0
kiegroup/jbpm,viskell/viskell,"[junit, mock, mocking, module, testing]",0.83
atomix/copycat,johnlpage/POCDriver,[logging],1.0
talsma-ict/umldoclet,thiagolocatelli/parse4j,[logging],1.0
confluentinc/kafka-connect-jdbc,petterobam/database-oop,"[jdbc, sql, sqlite]",1.0
HashDataInc/bireme,mohamicorp/stash-jenkins-postreceive-webhook,"[junit, mock, mocking, module, testing]",0.83
TNG/JGiven,rohanpadhye/JQF,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.8
medcl/elasticsearch-analysis-pinyin,zhegexiaohuozi/JsoupXpath,"[api, junit, mock, mocking, module, testing]",0.86
sdbg/sdbg,tbroyer/gwt-maven-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.73
dodie/scott,luontola/retrolambda,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.8
johnlpage/POCDriver,msemys/esjc,[logging],1.0
k-tamura/easybuggy,oracle/oracle-db-examples,"[api, javax, servlet, specs, standard]",0.83
banq/jivejdon,u014427391/taoshop,"[analyzer, apache, index, lucene, upload]",0.83
arangodb/arangodb-java-driver,nurkiewicz/async-retry,[logging],1.0
FangStarNet/symphonyx,TheCoder4eu/BootsFaces-OSP,"[api, javax, servlet, specs, standard]",0.71
rtyley/agit,spring-projects/spring-guice,"[dependency-injection, google]",1.0
nativelibs4java/BridJ,nokia/RED,[native],1.0
jenkinsci/gerrit-trigger-plugin,viskell/viskell,"[api, junit, mock, mocking, module, testing]",0.75
antlr/antlr4,tbroyer/gwt-maven-plugin,"[annotations, apache, api, build, build-system, codehaus, maven, metadata, plugin, tools]",0.71
apache/commons-logging,kokorin/Jaffree,[logging],1.0
apache/commons-logging,arangodb/arangodb-java-driver,[logging],1.0
oldmanpushcart/greys-anatomy,vassalengine/vassal,[logging],1.0
oldmanpushcart/greys-anatomy,pircbotx/pircbotx,[logging],1.0
apache/commons-collections,serenity-bdd/serenity-cucumber-starter,"[engine, junit, testing]",0.75
rongcloud/server-sdk-java,zsmartsystems/com.zsmartsystems.zigbee,[xml],1.0
ldbc/ldbc_snb_datagen_spark,rabbitmq/rabbitmq-tutorials,"[jvm, language, library, scala]",1.0
FasterXML/jackson-jr,Mindgamesnl/OpenAudioMc,"[client, http]",1.0
lgxqf/UICrawler,mariadb-corporation/mariadb-connector-j,[logging],1.0
okta/okta-spring-boot,ywilkof/spark-jobs-rest-client,"[mock, mocking, netty, network, server, socket, testing]",0.78
SAP/SapMachine,openjdk/panama-foreign,"[api, ide, interface, module, netbeans, ui]",1.0
fasseg/exp4j,mariadb-corporation/mariadb-connector-j,[logging],1.0
haosdent/jcgroup,oskopek/javaanpr,[logging],1.0
AzureAD/microsoft-authentication-library-for-java,mp911de/logstash-gelf,[logging],1.0
kokorin/Jaffree,lgxqf/UICrawler,[logging],1.0
j-easy/easy-rules,sosy-lab/java-smt,"[api, javax, servlet, specs, standard]",0.71
JnRouvignac/AutoRefactor,micronaut-projects/micronaut-examples,[logging],1.0
GeyserMC/Geyser,scalecube/socketio,"[io, native, netty, network, socket, transport]",0.86
OpenAPITools/openapi-diff,gmu-swe/phosphor,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.89
danielflower/multi-module-maven-release-plugin,paul-hammant/paranamer,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.8
Hive2Hive/Hive2Hive,oldmanpushcart/greys-anatomy,[logging],1.0
SeanDragon/protools,lexburner/dubbo-mesh,"[client, http]",1.0
MarkusBernhardt/proxy-vole,nativelibs4java/BridJ,[native],1.0
fluent/fluent-logger-java,ttddyy/datasource-proxy,[logging],1.0
asciidoctor/asciidoclet,naver/volley-extensions,"[api, junit, mock, mocking, module, testing]",0.86
googleapis/gapic-generator,zalando/faux-pas,[google],1.0
thiagolocatelli/parse4j,twitter-archive/cloudhopper-smpp,[logging],1.0
JMCuixy/swagger2word,WinterChenS/my-site,"[api, io, swagger]",1.0
red6/pdfcompare,spotify/netty-zmtp,[logging],1.0
gmu-swe/phosphor,trautonen/coveralls-maven-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.73
bujiio/buji-pac4j,goldmansachs/reladomo,"[api, javax, servlet, specs, standard]",1.0
arangodb/arangodb-java-driver,spotify/netty-zmtp,[logging],1.0
arangodb/arangodb-java-driver,scorego/WechatRobot,[logging],1.0
apache/commons-logging,pircbotx/pircbotx,[logging],1.0
Ekryd/sortpom,spotify/dockerfile-maven,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.89
j256/simplemagic,spotify/sparkey-java,[logging],1.0
mdeverdelhan/ta4j-origins,talsma-ict/umldoclet,[logging],1.0
TNG/JGiven,gmu-swe/phosphor,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.8
spotify/dockerfile-maven,tunnelvisionlabs/antlr4cs,"[annotations, apache, build, build-system, codehaus, maven, metadata, plugin, tools]",0.9
barend/java-iban,pivovarit/parallel-collectors,"[engine, junit, testing]",0.75
allegro/grunt-maven-plugin,ddf/Minim,"[apache, build, build-system, maven, plugin]",0.83
samaxes/minify-maven-plugin,trautonen/coveralls-maven-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.73
asakusafw/asakusafw,thiagolocatelli/parse4j,[logging],1.0
Pi4J/pi4j-v1,aadnk/ProtocolLib,"[junit, mock, mocking, module, testing]",0.83
arangodb/arangodb-java-driver,plutext/docx4j-ImportXHTML,[logging],1.0
FasterXML/jackson-dataformats-binary,Nilhcem/FakeSMTP,[logging],1.0
TheCoder4eu/BootsFaces-OSP,oracle/oracle-db-examples,"[api, javax, servlet, specs, standard]",1.0
dCache/nfs4j,fluent/fluent-logger-java,[logging],1.0
amaembo/huntbugs,kilim/kilim,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.89
FasterXML/jackson-databind,SpoutDev/Vanilla,"[junit, mock, mocking, module, testing]",0.83
4pr0n/ripme,borball/weixin-sdk,"[apache, mime]",1.0
chexagon/redis-session-manager,farsunset/cim,"[io, native, netty, network, socket, transport]",0.75
T-baby/MongoDB-Plugin,mariadb-corporation/mariadb-connector-j,[logging],1.0
Cornutum/tcases,openjfx/javafx-maven-plugin,"[annotations, apache, build, build-system, codehaus, maven, metadata, plugin, provider, tools]",0.77
elBukkit/MagicPlugin,mangstadt/ez-vcard,[github],1.0
asakusafw/asakusafw,postgis/postgis-java,[logging],1.0
red6/pdfcompare,wangweiX/blockchain-java,[logging],1.0
Wechat-Group/weixin-java-demo-springmvc,ZHENFENG13/ssm-demo,"[api, javax, servlet, specs, spring, standard, support, testing, transaction, upload]",0.91
heibaiying/Full-Stack-Notes,qos-ch/slf4j,[bytecode],1.0
JnRouvignac/AutoRefactor,plutext/docx4j-ImportXHTML,[logging],1.0
trivago/cluecumber-report-plugin,trivago/cucable-plugin,"[annotations, apache, build, build-system, engine, junit, maven, metadata, plugin, testing, tools]",0.79
kamranzafar/JCL,mcxiaoke/android-volley,[testing],1.0
dunwu/java-tutorial,unicode-org/cldr,"[api, javax, servlet, specs, standard]",0.83
bujiio/buji-pac4j,omnifaces/omnifaces,"[api, javax, servlet, specs, standard]",1.0
fluent/fluent-logger-java,oskopek/javaanpr,[logging],1.0
T-baby/MongoDB-Plugin,talsma-ict/umldoclet,[logging],1.0
asakusafw/asakusafw,vassalengine/vassal,[logging],1.0
asakusafw/asakusafw,ttddyy/datasource-proxy,[logging],1.0
asakusafw/asakusafw,j256/simplemagic,[logging],1.0
aleksandr-m/gitflow-maven-plugin,apache/maven-compiler-plugin,"[annotations, apache, build, build-system, codehaus, maven, metadata, plugin, tools]",0.9
jmrozanec/cron-utils,kiegroup/jbpm,"[junit, mock, mocking, module, testing]",0.71
CleverTap/apns-http2,upyun/java-sdk,"[client, http]",1.0
paul-hammant/paranamer,samaxes/minify-maven-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",1.0
FasterXML/jackson-dataformats-binary,jcabi/jcabi-aspects,[logging],1.0
dunwu/javacore,preon/preon,[bytecode],1.0
j256/simplemagic,nurkiewicz/async-retry,[logging],1.0
haosdent/jcgroup,micronaut-projects/micronaut-examples,[logging],1.0
elBukkit/MagicPlugin,vandeseer/easytable,[github],1.0
AzureAD/microsoft-authentication-library-for-java,spotify/sparkey-java,[logging],1.0
dodie/scott,tada/pljava,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.89
chhsiao90/nitmproxy,xSAVIKx/AndroidScreencast,[logging],1.0
kokorin/Jaffree,pircbotx/pircbotx,[logging],1.0
postgis/postgis-java,ps3mediaserver/ps3mediaserver,[logging],1.0
temyers/cucumber-jvm-parallel-plugin,trautonen/coveralls-maven-plugin,"[annotations, apache, build, build-system, codehaus, maven, metadata, plugin, tools]",0.82
google/truth,spotify/dbeam,"[annotations, google]",1.0
FasterXML/jackson-databind,viskell/viskell,"[junit, mock, mocking, module, testing]",0.83
mathieucarbou/license-maven-plugin,mojo-executor/mojo-executor,"[annotations, apache, build, build-system, codehaus, maven, metadata, plugin, tools]",0.75
mojo-executor/mojo-executor,trautonen/coveralls-maven-plugin,"[annotations, apache, build, build-system, codehaus, maven, metadata, model, plugin, tools]",0.77
eclipse/microprofile,rohanpadhye/JQF,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.73
elBukkit/MagicPlugin,jnr/jnr-unixsocket,[github],1.0
majusko/pulsar-java-spring-boot-starter,stefanbirkner/system-rules,"[junit, testing]",1.0
mp911de/logstash-gelf,vassalengine/vassal,[logging],1.0
mangstadt/biweekly,sanger-pathogens/Artemis,[github],1.0
danielflower/multi-module-maven-release-plugin,mojo-executor/mojo-executor,"[annotations, apache, build, build-system, codehaus, maven, metadata, model, plugin, tools]",0.83
arangodb/arangodb-java-driver,atomix/copycat,[logging],1.0
JThink/SkyEye,fusesource/hawtdispatch,"[jvm, language, library, scala]",1.0
FasterXML/jackson-dataformats-binary,pircbotx/pircbotx,[logging],1.0
dCache/nfs4j,red6/pdfcompare,[logging],1.0
atomix/copycat,pircbotx/pircbotx,[logging],1.0
asciidoctor/asciidoclet,viskell/viskell,"[api, junit, mock, mocking, module, testing]",1.0
j256/simplemagic,lgxqf/UICrawler,[logging],1.0
hyperledger/fabric-chaincode-java,xSAVIKx/AndroidScreencast,[logging],1.0
Ghost-chu/QuickShop-Reremake,mediathekview/MediathekView,"[analysis, annotations, client, defect, http, jdbc, metadata, sql, sqlite]",0.75
asterisk-java/asterisk-java,ps3mediaserver/ps3mediaserver,[logging],1.0
omnifaces/omnifaces,sosy-lab/java-smt,"[api, javax, servlet, specs, standard]",1.0
AgNO3/jcifs-ng,StripesFramework/stripes,"[api, javax, servlet, specs, standard]",0.83
dodie/scott,kilim/kilim,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",1.0
jnr/jnr-unixsocket,mangstadt/ez-vcard,[github],1.0
gaul/modernizer-maven-plugin,takari/takari-maven-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.73
aleksandr-m/gitflow-maven-plugin,spotify/dockerfile-maven,"[annotations, apache, build, build-system, codehaus, maven, metadata, plugin, tools]",0.9
johnlpage/POCDriver,zhoumengkang/netty-restful-server,[logging],1.0
spotify/sparkey-java,thiagolocatelli/parse4j,[logging],1.0
FasterXML/jackson-dataformats-binary,msemys/esjc,[logging],1.0
Nilhcem/FakeSMTP,wangweiX/blockchain-java,[logging],1.0
FasterXML/jackson-databind,mohamicorp/stash-jenkins-postreceive-webhook,"[junit, mock, mocking, module, testing]",0.83
unicode-org/cldr,xuxueli/xxl-sso,"[api, javax, servlet, specs, standard]",0.83
alibaba/jvm-sandbox,dunwu/java-tutorial,"[api, javax, servlet, specs, standard]",0.71
rohanpadhye/JQF,tbroyer/gwt-maven-plugin,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.73
twitter-archive/cloudhopper-smpp,wangweiX/blockchain-java,[logging],1.0
asterisk-java/asterisk-java,pircbotx/pircbotx,[logging],1.0
JMCuixy/swagger2word,karcan/javaBootcamp,"[api, io, swagger]",1.0
elBukkit/MagicPlugin,java-deobfuscator/deobfuscator,[github],1.0
brettwooldridge/SansOrm,joniles/mpxj,"[jdbc, sql, sqlite]",1.0
Hive2Hive/Hive2Hive,lgxqf/UICrawler,[logging],1.0
GeyserMC/GeyserConnect,Luohuayu/CatServer,"[jdbc, sql, sqlite]",1.0
kakawait/cas-security-spring-boot-starter,oracle/oracle-db-examples,"[api, javax, servlet, specs, standard]",1.0
alibaba/innodb-java-reader,ssssssss-team/spider-flow,"[apache, commons, csv, tabular]",1.0
atomix/copycat,haosdent/jcgroup,[logging],1.0
fuzhengwei/small-spring,heibaiying/Full-Stack-Notes,[bytecode],1.0
apache/commons-logging,ttddyy/datasource-proxy,[logging],1.0
mdeverdelhan/ta4j-origins,oskopek/javaanpr,[logging],1.0
TNG/JGiven,kilim/kilim,"[annotations, apache, build, build-system, maven, metadata, plugin, tools]",0.8
petterobam/database-oop,ssaring/sportstracker,"[jdbc, sql, sqlite]",1.0
JnRouvignac/AutoRefactor,asterisk-java/asterisk-java,[logging],1.0
Hive2Hive/Hive2Hive,johnlpage/POCDriver,[logging],1.0
arangodb/arangodb-java-driver,asterisk-java/asterisk-java,[logging],1.0
